4.206856461328163377e-01,4.787302368789742579e-01,1.371201063474940263e+01,1.216072202942296343e+01,9.947506015432121984e+00,3.352508642483072094e+02,2.691885172391233141e+02,2.072683194164144709e+02,1.550221217182368036e+02,7.287297309993447925e+03,5.544017039970497535e+03,4.113021347286979108e+03,2.994040013870678195e+03,2.147411153605241452e+03,1.485371464274008176e+05,1.092139817503147060e+05,7.900204198424311471e+04,5.640341138514334307e+04,3.983839731588957511e+04,2.788703311053583820e+04,2.907375530668523163e+06,2.087573094190434320e+06,1.482520319695525337e+06,1.043038079682145151e+06,7.279858218508030986e+05,5.045962764544655220e+05,3.476599483429114334e+05,5.534658532267525047e+07,3.904510291664095968e+07,2.733892850926054642e+07,1.901380013723862544e+07,1.314430820230714232e+07,9.037880286890042946e+06,6.184480807882510126e+06,4.213725603714930825e+06,-1.247378349404839465e-01,-2.299031587185462466e-01,-2.863888165086349025e-01,-1.990751836391260743e-01,3.317326397426632045e-01,2.228147698904755281e+00,8.279088139602173158e+00,3.575399051267807993e-02
2.720585588587076664e-01,2.897064232468705702e-01,6.847550128192812835e+00,5.768127766401665468e+00,4.576336096967208000e+00,1.292635429303280716e+02,9.928039158867385083e+01,7.425731560776048923e+01,5.451423865987506190e+01,2.169057972341176537e+03,1.585092260466941298e+03,1.143980110416443267e+03,8.176436721744521492e+02,5.797853274137985409e+02,3.412277793563796877e+04,2.416984375188122794e+04,1.702967885058268075e+04,1.194313970703572886e+04,8.340368270265278625e+03,5.801404627619137500e+03,5.153422157426304184e+05,3.572729530333814328e+05,2.474109806778233615e+05,1.710731460616313270e+05,1.180716903923064528e+05,8.132155040225041739e+04,5.588483926052149036e+04,7.566926918098005466e+06,5.164116414145300165e+06,3.529647856314188801e+06,2.413891449438672047e+06,1.650554019946273183e+06,1.127771438253942644e+06,7.696874253746873001e+05,5.245523568549953634e+05,-1.324340786794461489e-01,-5.954761600483218231e-01,-3.159074545509342080e+00,-1.764048146562009833e+01,-9.624578643079995288e+01,-5.085961500883785220e+02,-2.617763675559040621e+03,2.667087426962114552e-02
7.052733238228876544e-01,6.917750793289652034e-01,2.536238365087999824e+01,1.937091631770093869e+01,1.375571751254043740e+01,6.994138325965280956e+02,4.818574000204205845e+02,3.199385185979115249e+02,2.073541713033168890e+02,1.749220726757488592e+04,1.137296610955220422e+04,7.233547315322155555e+03,4.530635730858101851e+03,2.806835821645994656e+03,4.173597264107286464e+05,2.613518675175943645e+05,1.612977344900302705e+05,9.849860942091097240e+04,5.968408977582939406e+04,3.596088692157919286e+04,9.701354787923071533e+06,5.916897153340803459e+06,3.571524327211301774e+06,2.139048447575158440e+06,1.273607532314694952e+06,7.550177291167536750e+05,4.461857408673473401e+05,2.218962831802356541e+08,1.327305055361120552e+08,7.877468329388709366e+07,4.646880197637289762e+07,2.728339756444891542e+07,1.596203204369977862e+07,9.314076166124548763e+06,5.425026631764420308e+06,-3.704000988869339817e-01,-1.821188249693400873e+00,-7.726679367750456606e+00,-3.283870053974185765e+01,-1.446217926931937541e+02,-6.632112850276917015e+02,-3.146394133651416269e+03,5.379716577344179768e-02
1.229973945370110566e-01,1.171969441156394676e-01,4.524815591198631637e+00,3.322433768047178937e+00,2.308454046525368675e+00,1.283182670296808965e+02,8.433754639167084122e+01,5.422912644299342588e+01,3.441341149020804835e+01,3.309002609070298149e+03,2.041800893465495847e+03,1.247943584440982704e+03,7.587195234029379662e+02,4.601886272240761855e+02,8.143767286605006666e+04,4.825330820703109930e+04,2.846690748128370615e+04,1.676279089964952436e+04,9.871027772459379776e+03,5.821121763830125019e+03,1.949993962812612765e+06,1.123966118378970539e+06,6.464793768460006686e+05,3.716675311479761149e+05,2.138651331813087454e+05,1.233084876119246765e+05,7.130273388311121380e+04,4.583468246663291007e+07,2.591275912201170996e+07,1.463301061085011996e+07,8.263406937720595859e+06,4.671212380699328147e+06,2.645640983501517214e+06,1.502454208196308929e+06,8.561185708958340110e+05,-6.817081998591373315e-02,-4.285369792705155390e-01,-2.515759455777560216e+00,-1.448454858929128974e+01,-8.113097818147797113e+01,-4.422908018322559656e+02,-2.357088258139145637e+03,9.169284795273711236e-03
5.684235003779988249e-01,5.458391169048059099e-01,1.785912044658237008e+01,1.348734109989480423e+01,9.729421291484184664e+00,4.222689281958786864e+02,2.890959928855855878e+02,1.953401821834688974e+02,1.313642527636388024e+02,8.906058585633969415e+03,5.767732314899473749e+03,3.736506628557960994e+03,2.430756718163023834e+03,1.590620606887214080e+03,1.767272363398356829e+05,1.102824058775908197e+05,6.930143348093228997e+04,4.394931149512797128e+04,2.814724814103986864e+04,1.819853176254399295e+04,3.378801190753151663e+06,2.051412772616202477e+06,1.258791834666090552e+06,7.818517328749132575e+05,4.917063972056805505e+05,3.129206834137721453e+05,2.012650570605042740e+05,6.303269587264584005e+07,3.744823854648930579e+07,2.253214235239234939e+07,1.374830301148322411e+07,8.509123269738696516e+06,5.338701542811613530e+06,3.391108560987625271e+06,2.177066078154935967e+06,-3.999846478025359531e-01,-3.175040415999572652e+00,-2.227366463500402460e+01,-1.451496351768566910e+02,-9.007929719301616842e+02,-5.420808521680834929e+03,-3.200074699619895546e+04,4.609545808987284415e-02
2.062857836642662535e-01,1.982998448268801228e-01,6.598396433067020617e+00,4.951925328385764047e+00,3.579701906529425326e+00,1.588805121477197133e+02,1.075530210305615952e+02,7.248238181301542227e+01,4.886138486942109438e+01,3.412992564888792913e+03,2.176893814993997239e+03,1.400758677377905087e+03,9.102733945002262317e+02,5.971455294967637428e+02,6.898080765780135698e+04,4.225584760711419949e+04,2.627851606228472519e+04,1.659193049029565373e+04,1.062394220634090016e+04,6.885718375490986546e+03,1.343107923489790875e+06,7.982851694526104257e+05,4.832039503039836418e+05,2.978687425525801955e+05,1.867815559455346956e+05,1.189023381685898930e+05,7.665397811949967581e+04,2.551113208975898847e+07,1.480304116412913427e+07,8.761026485877132043e+06,5.290034784450857900e+06,3.255878991825961042e+06,2.038846802350151585e+06,1.295846037263145437e+06,8.337238622864549980e+05,-1.422521112522823206e-01,-1.186092270779665281e+00,-8.952004324540375535e+00,-6.285275051948475777e+01,-4.191143415353587898e+02,-2.699934972687631216e+03,-1.698815853826548118e+04,1.657114632177280472e-02
4.885972571701039935e-01,4.803889549227199351e-01,1.433650872540058607e+01,1.119536629170710995e+01,8.433204399258860562e+00,3.156487115646032180e+02,2.252829436906793035e+02,1.600109392709042311e+02,1.136031731146541546e+02,6.180395234634714143e+03,4.204359453664808825e+03,2.882788989088064227e+03,1.992582060378696042e+03,1.386546173682780591e+03,1.135013371417989401e+05,7.494528931659329101e+04,5.019606124862224533e+04,3.404886714298426523e+04,2.333323720758479249e+04,1.611112906209557514e+04,2.001959090151231037e+06,1.295357597939644940e+06,8.532011475818871986e+05,5.707357292039111489e+05,3.865723558777723811e+05,2.642965958207911463e+05,1.818868388869568298e+05,3.434552871111794561e+07,2.189881531690958887e+07,1.424428597879595309e+07,9.426772250950168818e+06,6.326336183914272115e+06,4.290987726327794604e+06,2.932737929304421879e+06,2.014731993289056700e+06,-3.626553987213154140e-01,-3.255099162727584705e+00,-2.587661303410474289e+01,-1.878865990940251436e+02,-1.284235148833377025e+03,-8.433312864613628335e+03,-5.385712206152892031e+04,4.136565164263480976e-02
2.807628478707190900e-01,2.756260961325240344e-01,8.309856142195622297e+00,6.448293830645074109e+00,4.848370031514514622e+00,1.845239242878879509e+02,1.304818944936535559e+02,9.228126662176377693e+01,6.540767939727507496e+01,3.643346930333511864e+03,2.450031652029869747e+03,1.669237538024690366e+03,1.150042549620251521e+03,7.991129970419382289e+02,6.746181722346042807e+04,4.394918009072098357e+04,2.919453110090412520e+04,1.970958606423567107e+04,1.347265733749754145e+04,9.291416692264832818e+03,1.199561190650506411e+06,7.644609393700124929e+05,4.985456475127864396e+05,3.314473361978865578e+05,2.236887106964307313e+05,1.526325753253005969e+05,1.049370015620002814e+05,2.074365347948693484e+07,1.300593437727792189e+07,8.363034355530401692e+06,5.493181407328641042e+06,3.669320504960673396e+06,2.481950597937476821e+06,1.693719708224794595e+06,1.162627570349753601e+06,-2.072719049796404311e-01,-1.838731532276944858e+00,-1.446297019385331417e+01,-1.039560452025547335e+02,-7.034670083681334063e+02,-4.573467926293615164e+03,-2.891583375658968725e+04,2.369064190615387949e-02
8.701197962609069636e-01,1.343271500067407143e+00,3.463063636073558627e+01,4.214270796167798494e+01,4.768143217660595212e+01,1.047836004930669105e+03,1.164656884705242874e+03,1.247096365320033328e+03,1.299794468991453641e+03,2.844357310754769787e+04,3.013905129054782083e+04,3.120538440883902149e+04,3.172016119866929876e+04,3.176667942495813622e+04,7.283352211813976755e+05,7.490232463070175145e+05,7.579570985859726788e+05,7.566621697678291239e+05,7.468174548674140824e+05,7.300689967740505235e+05,1.797746352433309704e+07,1.810816449305810779e+07,1.801924154853109643e+07,1.774294743843088299e+07,1.731371381746122986e+07,1.676446454165918753e+07,1.612483258831996098e+07,4.325755881451388597e+08,4.290394322766156197e+08,4.214572974720772505e+08,4.105196818154650927e+08,3.969298424125652313e+08,3.813408308746315837e+08,3.643284085850294828e+08,3.463837292698017359e+08,-1.699435306443136118e-01,-1.624262402626426072e+00,-1.338037948199628069e+01,-9.824510797123623718e+01,-6.774865764258115632e+02,-4.493294953638332117e+03,-2.902861456137842833e+04,6.715819206612497205e-02
7.577534685684621518e-01,1.185296325098404768e+00,3.009712789878711447e+01,3.691876350718635535e+01,4.209528332396872941e+01,9.082633893887536942e+02,1.015743478249790428e+03,1.094852236831245364e+03,1.147539329203401621e+03,2.459046778121411626e+04,2.619887165443888807e+04,2.728653459629210920e+04,2.788169184263674106e+04,2.804418059863567760e+04,6.282248805740838870e+05,6.494296478142184205e+05,6.607658408361998154e+05,6.628656389353052946e+05,6.569716907651101938e+05,6.444933520448268391e+05,1.547717049088552035e+07,1.566860391430545598e+07,1.567152470325002074e+07,1.550235308193334378e+07,1.518764104587608948e+07,1.475600567241368443e+07,1.423446010322822817e+07,3.718599596184770465e+08,3.706432008830326200e+08,3.658555033025693297e+08,3.579131750902760625e+08,3.473815774066671133e+08,3.348385220321977139e+08,3.208148966849948764e+08,3.057730206267628074e+08,-1.353591567233994597e-01,-1.314182974185533093e+00,-1.124664679254684785e+01,-8.581586731069427287e+01,-6.150194898663078220e+02,-4.238900624760822211e+03,-2.845267668552585747e+04,5.917324150474576050e-02
